,Company/Brand,Sector,Stage,Amount($),HeadQuarter,What it does,Year,Founded,Founders,Investor
2511,BYJU'S,EdTech,,1500000000,Bangalore,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Tiga Investments, Baron Capital"
2512,ElasticRun,E-commerce,Series D,750000000,Pune,ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers.,2021,2015.0,"Sandeep Deshmukh, Saurabh Nigam, Shitiz Bansal","Avataar Venture Partners, Kalaari Capital"
2513,Avail Finance,FinTech,Debt,30000000,Bangalore,Avail is a mobile-first platform aiming to financially include the urban mass of India.,2021,2017.0,"Ankush Aggarwal, Tushar Mehndiratta","Alteria Capital, Matrix Partners India"
2514,Nivesh,FinTech,Pre-series A,16000000,Noida,Nivesh.com is a mass market mutual funds investment platform.,2021,2016.0,"Anurag Garg, Sridhar Srinivasan","Raghav Kapur, Indian Angel Network"
2515,Thingsup,IoT platform,,10000000,Pune,Thingsup is an Enterprise Grade IoT Platform.,2021,2020.0,"Akshay Ghadage, Pranav Naiknavare",GSF Accelerator
2516,Arthya Wealth and Investments,FinTech,Pre-series A,10000000,Mumbai,"A comprehensive, high quality, open-architecture based Wealth Management and Investment Advisory platform, to cater to investors across the board: Individuals, Businesses/Corporate Treasuries, Family Offices, Trusts and more.",2021,2020.0,Gaurav Arora,"Rishi Kumar Bagla, Krishen Lal Khanna"
2517,Zepto,E-commerce,,600000000,Mumbai,Grocery delivery startup,2021,2021.0,"Aadit Palicha, Kaivalya Vohra","Glade Brook Capital, Nexus, Y Combinator"
2518,Fi,Financial Services,Series B,500000000,Bangalore,Fi is a neo bank.,2021,2019.0,Sumit Gwalani,"Capital Group, Falcon Edge"
2519,Kiko Live,Commerce,Pre-series A,10000000,Gurugram,Video-based social commerce startup,2021,2020.0,"Alok Chawla, Shivam","Dinesh Agarwal, Amarjit Batra"
2520,TurboHire,Computer Software,,0,Hyderabad,"Industry-leading augmented intelligence software for Talent Intelligence, Recruitment Automation, and Applicant Tracking",2021,2019.0,Deepak Agrawal,"Arcilla, Samir Khosla"
2521,The Hosteller,Hospitality,Pre-series A,10000000,Mumbai,"Pit-stop for global as well as local travellers to relax, rejuvenate and experience India’s rich heritage while not worrying about a clean, safe and smart place to stay.",2021,2015.0,Pranav Dangi,"SUNiCON Ventures, Shubhkam Ventures, Jito Angel network, FAAD Network"
2522,SatSure,Defense & Space,,0,Bangalore,SatSure is an innovative decision analytics company,2021,2017.0,"Prateep Basu, Rashmit Singh Sukhmani, Abhishek Raju",Baring PE India
2523,Ruptok Fintech,Financial Services,Pre-series A,20000000,New Delhi,"Ruptok fintech Pvt. Ltd. is an online gold loan service provider , with attractive interests rate .",2021,2020.0,Ankur Gupta,Manuvel Malabar Jewellers
2524,VilCart,Retail,,20000000,Bangalore,Vilcart's motto is sustainable rural development through stability for rural retailers.,2021,2017.0,Prasanna Kumar,Nabventures
2525,Dogsee Chew,Food & Beverages,Pre-series A,70000000,Bangalore,100% Natural Dog Treats.,2021,2015.0,"Bhupendra Khanal, Sneh Sharma",Sixth Sense Ventures
2526,Advantage Club,HR Tech,Pre-series A,33000000,Gurugram,Advantage Club is India's largest employee engagement platform.,2021,2014.0,Sourabh Deorah,"Y Combinator, Jetty Ventures, Earlsfield Capital, SMC Advisors, Kunal Shah"
2527,TRDR,Financial Services,,1500000,Bangalore,TRDR is an all-new approach to investing.,2021,2020.0,Ricky Jacob,"Kunal Shah, Snehal Fulzele"
2528,Zoomcar,Mobility,,920000000,Bangalore,Zoomcar holds the distinction of being India’s first personal mobility platform,2021,2012.0,Greg Moran,SternAegis Ventures
2529,Leap India,Logistics & Supply Chain,,100000000,Mumbai,"""Leading Enterprise in Asset Pooling"" India's Largest Sustainable Supply Chain Solutions Company.",2021,2013.0,Anurag Malempati,CDC Group
2530,SuperBottoms,Consumer Goods,,4000000,Mumbai,SuperBottoms was born out of a personal passion for cloth diapering that would give the convenience of diapers while not harming the environment and baby’s skin.,2021,2015.0,Pallavi Utagi,Alteria Capital
2531,Cora Health,"Health, Wellness & Fitness",Seed,6000000,Bangalore,Social commerce marketplace for everyday health and wellness.,2021,2020.0,"Snigdha Kumar, Shrijit Venkatesh",Indian Angel Network
2532,Battery Smart,Renewables & Environment,Pre-series A,70000000,New Delhi,Battery Smart is building India’s largest network of battery swapping stations providing Li-ion batteries,2021,2019.0,"Pulkit Khurana, Siddharth Sikka","Blume Ventures, Orios Ventures"
2533,The Good Glamm Group,Information Technology & Services,Series D,1500000000,Pune,South Asia’s largest Content-to-Commerce scale-up investing $100 million in fast-growing beauty & personal care brands.,2021,2021.0,"Darpan Sanghvi, Priyanka Gill, Naiyya saggi","Warburg Pincus﻿, Prosus Ventures"
2534,Mosaic Wellness,"Health, Wellness & Fitness",Series A,240000000,Mumbai,A platform of digital first health clinics for men and women,2021,2019.0,Dhyanesh Shah,Sequoia
2535,CloudFiles,SaaS startup,Pre-seed,3000000,Bangalore,"Supercharge files with enterprise-grade security, page-by-page analytics and powerful content automations.",2021,2020.0,"Vishesh Singhal, Ankit Gupta, Siddharth Garg",Titan Capital
2536,The Viral Fever,Entertainment,,20000000,Mumbai,India's leading digital entertainment network.,2021,2012.0,Arunabh Kumar,BlackSoil
2537,Xpand,Retail,Pre-series A,15000000,New Delhi,LMCE handholds brands and enables their reach across the UNSERVED & UNDER-SERVED pockets of the country in a SUSTAINABLE manner to drive MEASURABLE growth.,2021,2021.0,Sanjay Kaul,"Akash Prakash, Madhu Jayakumar, Dipinder Sandhu, Shagun Khandelwal"
2538,Troo Good,E-commerce,Series A,70000000,Hyderabad,An FMCG company selling nutritious products at an affordable price points.,2021,2018.0,Raju Bhupati,OAKS Asset Management
2539,Prodo,Business Supplies & Equipment,Pre-seed,3000000,New Delhi,"Prodo is an e-commerce platform that provides manufacturing of made-to-order, readymade and white labeled consumables for medium and large enterprises.",2021,2021.0,"Sameen Husain, Abhiroop Srivastava","Titan Capital, LetsVenture"
2540,Unnati,FinTech,Series A,70000000,Noida,Fintech powered digital agri ecosystem,2021,2019.0,"Amit Sinha, Ashok Prasad","Incofin, NabVentures, Orios"
2541,Lysto,NFT,Seed,30000000,Bangalore,"Lysto is building APIs, Tools & Infrastructure to enable the creation & distribution of NFTs across platforms with a few clicks or few lines of code.",2021,2021.0,Sadiq Ahamed,BEENEXT
2542,Wakefit,Furniture,Series C,200000000,Bangalore,"A home solutions and sleep company, currently collaborating with the world's biggest sleep influencer.",2021,2014.0,"Ankit Garg, Chaitanya Ramalingegowda",SIG
2543,Buyofuel,Oil & Energy,Seed,1000000,Coimbatore,Green Fuels Marketplace,2021,2020.0,"Kishan Karunakaran, Venkateswaran Selvan, Sumanth Kumar",Inflection Point Ventures
2544,ElectricPe,EV,Seed,30000000,Bangalore,India's largest Electric Vehicle Charging Platform,2021,2021.0,"Avinash Sharma, Raghav Rohila","Blume Ventures, Micelio Fund"
2545,Vayana Network,Financial Services,Series C,300000000,Pune,"Vayana Network is an electronic network that connects Corporates and their Supply Chain to Financial Institutions for easy, quick and low-cost access to Trade Financing of their Payables and Receivables.",2021,2017.0,Ramaswamy Iyer,"CDC Group, Jungle Ventures, March Capital, Marshall Wace"
2546,Valuationary,E-learning,Pre-seed,1000000,Surat,EdTech platform upskilling candidates to bag deserving finance job roles.,2021,2020.0,"Pratik Bajaj, Kunal Shah, Mahip Gupta","Ashish Jain, Ajay Surana"
2547,Knocksense,Online Media,,1500000,Lucknow,Knocksense is a local news and recommendations platform.,2021,2016.0,"Varul Mayank, Vibhore Mayank","We Founder Circle, Appyhigh, Mumbai Angels"
2548,Petpooja,Information Technology & Services,,45000000,Ahmedabad,"Petpooja is the largest next-generation PoS platform for the F&B sector with more than 25,000+ clients across India and UAE.",2021,2011.0,"Apurv Patel, Parthiv Patel","Aroa Ventures, GVFL, Udaan"
2549,Wingreens Farms,Food & Beverages,,170000000,Gurugram,"Wingreens Farms is a fully integrated (farm to retail) Food Company in the business of making and selling a range of fresh, healthy, tasty and innovative food products.",2021,2011.0,"Anju C Srivastava, Arjun Srivastava","Investcorp, Omidyar Network"
2550,Doola,Company-as-a-Service,,30000000,New York,The ultimate One-Stop-Shop™️ to help US and Non-US Founders to turn an idea into their dream US Business,2021,2020.0,"Arjun Mahadevan, JP Pincheira",Nexus Venture Partners
2551,EyeMyEye,Eyewear,Pre-series A,20000000,Gurugram,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",2021,2021.0,Ganesh Iyer,2000000
2552,Bombay Hemp Company,Textiles,,20000000,Mumbai,"BOHECO was founded to research on and promote industrial hemp, the super crop of our era in India. BOHECO was formally registered under The Companies Act",2021,2013.0,"Avnish Pandya, Delzaad Deolaliwala","Riteesh Mohan Bakshi, Raghav Mohan Bakshi, Achin Kochar"
2553,DGV,Information Technology & Services,Pre-series A,30000000,Bangalore,NeoBanking for Bharat,2021,2019.0,Ragavan Venkatesan,"Info Edge Ventures, Omnivore"
2554,GuardianLink,Information Technology & Services,Series A,120000000,Chennai,Building tech infrastructure to help NFT commerce go mainstream,2021,2017.0,"Ramkumar Subramaniam, Kamesh Elangovan",Kalaari Capital
2555,Clinikk,Hospital & Health Care,Pre-series A,40000000,Bangalore,Transforming health insurance by building India's first managed care model,2021,2016.0,"Dr.Suraj Baliga, Bhavjot Kaur",MassMutual Ventures
2556,Toplyne,Computer Software,,25000000,Bangalore,Toplyne helps sales teams at product-led companies convert their freemium users!,2021,2021.0,"Rishen Kapoor and Ruchin Kulkarni, Rohit Khanna","Sequoia Capital , Together Fund"
2557,Mensa,D2C,Series B,1350000000,Bangalore,"Mensa scales brands leveraging its expertise in ecommerce, technology, marketing, category management & demand planning.",2021,2021.0,Ananth Narayanan,"Alpha Wave Ventures, Falcon Edge Capital"
2558,GENLEAP,Professional Training & Coaching,Seed,80000000,Haryana,GenLeap is India’s first self-discovery and career lifecycle management platform.,2021,2021.0,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh"
2559,Planys,Maritime,Pre-series A,16000000,Chennai,Planys is an Indian deep tech start-up creating a paradigm shift in the underwater inspection industry.,2021,2015.0,"Tanuj Jhunjhunwala, Vineet Upadhyay, Rakesh Sirikonda","Kieretsu Forum, Lets Venture, Shell"
2560,Wonderchef,Consumer Goods,,200000000,Mumbai,"Wonderchef Cookware and Appliances is a perfect blend of health, taste, and convenience that inspires us to 'cook with pride'.",2021,2009.0,Ravi Saxena,"Sixth Sense Ventures, Godrej Family office, Malpani Group"
2561,GoKwik,Information Technology & Services,Series A,150000000,New Delhi,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,2021,2020.0,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India
2562,Velocity,Financial Services,Series A,200000000,Bangalore,"Velocity provides revenue based financing, up to Rs 3 crores, for marketing and inventory spends of online businesses.",2021,2020.0,"Saurav Swaroop, Abhiroop Medhekar, Atul Khichariya",Valar Ventures
2563,SalaryBox,Financial Services,Seed,40000000,Gurugram,SalaryBox is solution that makes employee management effortless.,2021,2020.0,"Nikhil Goel, Peeyush Goyal","Y-Combinator, AME Cloud Ventures, Gokul Rajaram"
2564,Boingg,Furniture,Seed,2000000,Gurugram,D2C furniture brand,2021,2019.0,"Neha Indoria, Dhruvan Barar",Inflection Point Ventures
2565,Better Capital,Venture Capital & Private Equity,,150000000,Santra,"Better is a top-tier India-focused pre-seed venture firm with a portfolio of 100+ companies including stellar successes like Rupeek, Open, Khatabook, Bijak",2021,2006.0,Vaibhav Domkundwar,
2566,Tickertape,Financial Services,,50000000,Bangalore,"Tickertape provides data, information & content for Indian stocks, ETFs & indices",2021,2019.0,Ujjwal Ankur,Smallcase
2567,Zenpay Solutions,Financial Services,,0,New Delhi,"India’s fastest growing fintech company, which has revolutionized the ultimate banking experience especially by reaching out to thousands of blue-collared employees by promoting digital banking solutions across India.",2021,2019.0,Ankit Bhargava,"The StarupLab, AngelBay"
2568,Disprz,E-learning,Series B,130000000,Mumbai,An AI-powered right skilling suite that helps enterprises unlock business potential.,2021,2015.0,"Subramanian Viswanathan, Kuljit Chadha","Dallas Venture Capital, Mars Growth Capital"
2569,Arbo Works,Computer Software,,0,"Mountain View, CA",Finance technology,2021,2021.0,Caesar Sengupta,Sequoia Capital
2570,Inzpira,E-learning,Seed,3000000,Trivandrum,"Inzpira is India's only Live online 1:1 platform for Language Learning & Test Preparation that lets users instantly connect with expert trainers and learn anytime, from anywhere.",2021,2021.0,"Rohith Namboothiri, Sruthy Ramesh","Raj Nair, Gopinath Latpate"
2571,Defy,Financial Services,,55000000,Bangalore,Building India's first social crypto exchange,2021,2021.0,"Bhagaban Behera, Sriharsha Setty, Nakul Kelkar","Y Combinator, Goat VC, JAM Fund, Goodwater Capital"
2572,Mindhouse,"Health, Wellness & Fitness",Seed,60000000,Gurugram,Mindhouse is a Yoga & Nutrition driven personalized healthcare platform.,2021,2019.0,"Pooja Khanna, Pankaj Chaddah","Binny Bansal, General Catalyst"
2573,Homversity,Housing Marketplace,,1550000,Ahmedabad,Homversity is the digital ecosystem that aims to support the 93 BN USD student housing & Co-living industry in India.,2021,2017.0,Saurav Kumar Sinha,
2574,Toppersnotes,Education Management,Seed,10000000,Jaipur,"Toppersnotes is an edtech company, primarily operating in the test preparation industry.",2021,2015.0,"Ayush Agarwal, Devendra Dhaka, Arpit Bansal",Inflection Point Ventures
2575,NoBroker.com,Real Estate,Series E,21000000,Bangalore,NoBroker is a disruptive force in the Real Estate Industry.,2021,2014.0,"Akhil Gupta, Amit, Saurabh","General Atlantic, Tiger Global, Moore Strategic Ventures"
2576,Haber,Industrial Automation,Series B,200000000,Pune,"Real-time, automated insights to increase plant efficiency",2021,2017.0,"Vipin Raghavan, Priya Venkat, Arjunan PN",Ascent Capital
2577,True Balance,Financial Services,,300000000,Gurugram,"Balancehero India Private Limited (BHI), the wholly owned subsidiary of Balancehero Co. Ltd., Korea which runs and operates mobile App “True Balance”.",2021,2014.0,Cheolwon Lee,"Northern Arc, Arthmate, Shine Star, E clear, Hinduja"
2578,Recordent,Financial Services,,4000000,Hyderabad,Helping MSMEs collect customer dues faster & reduce risk by checking credit & payment history before offering credit,2021,2018.0,Winny Patro,"Family Office of Kantamaneni, IIM Calcutta Innovation Park"
2579,Koparo,Consumer Goods,Seed,7000000,New Delhi,Koparo is a direct-to-consumer brand that is addressing the needs of modern Indian families and their homes.,2021,2020.0,Simran Khara,"Saama Capital﻿, ﻿Titan Capital﻿, DSG Consumer Partners"
2580,Indifi,Financial Services,,400000000,Gurugram,Indifi believes in helping small businesses grow by offering loans to those that have potential and intent.,2021,2015.0,Alok Mittal,"Omidyar Network, Flourish Ventures, Elevar Equity, Accel"
2581,Settl,Real Estate,Seed,5000000,Bangalore,Settl. is a technology-driven accommodation platform focused on providing a convenient and high-quality living experience for young millennials.,2021,2020.0,"Abhishek Tripathi, Bharath Bhaskar, Ashok Reddy","ah! Ventures, We Founder Circle"
2582,Park+,Tech startup,Series B,250000000,New Delhi,Building an eco-system for car owners which will be a one-stop solution for all their needs.,2021,2019.0,Amit Lakhotia,"Sequoia Capital, Matrix Partners"
2583,Simple Energy,Automotive,Pre-series,210000000,Bangalore,A Research and development driven company on a mission to build the future of mobility that is electric and connected.,2021,2019.0,Suhas Rajkumar,
2584,Dream Sports,Sports,,8400000000,Mumbai,"Dream Sports is India’s leading sports technology company with brands such as Dream11, world’s largest fantasy sports platform",2021,2008.0,Harsh Jain,"Falcon Edge, DST Global, D1 Capital, Redbird Capital, Tiger Global"
2585,Spinny,Automotive,Series E,2480000000,Gurugram,Spinny is a new age used car end-to-end platform in India.,2021,2015.0,"Niraj Singh, Mohit Gupta, Ramanshu Mahaur","Abu Dhabi Growth Fund, Tiger Global"
2586,Rentomojo,Furniture Rental,,100000000,Bangalore,"Furniture, appliances, electronics, and fitness products on monthly rental subscriptions.",2021,2014.0,Geetansh Bamania,"Accel, Bain Capital"
2587,Slice,Financial Services,Series B,2200000000,Bangalore,"Slice is India's best credit card challenger to pay bills, manage expenses, and unlock rewards",2021,2015.0,"Rajan Bajaj, Siva Kumar Tangudu","Tiger Global, Insight Partners"
2588,21K School,E-learning,Pre-series A,50000000,Bangalore,"21K School is India's First Online School that provides a complete online school experience and personalized learning – anytime, anywhere.",2021,2020.0,"Santosh Kumar, Yeshwanth Raj Parasmal, Dinesh Kumar, Joshi Kumar",Ronnie Screwvala
2589,Adda247,E-learning,Series B,200000000,Gurugram,"The multilingual edtech platform provides 360 degree learning solutions catering to all major educational needs of Tier II, tier III including online courses for  competitive exams",2021,2016.0,"Anil Nagar, Saurabh Bansal",WestBridge Capital
2590,Loop Health,Hospital & Health Care,,120000000,Pune,India's first health insurance with unlimited primary care for employees.,2021,2018.0,"Amrit Singh, Mayank Kale","Elevation, General Catalyst"
2591,Rupifi,Financial Services,Debt,10000000,Bangalore,Embedded Lending for Small Businesses,2021,2020.0,"Jawaid Iqbal, Dhruv Bhushan",Alteria Capital
2592,RENEE Cosmetics,Cosmetics,Pre-series A,15000000,Ahmedabad,"RENÉE Cosmetics is an Indian makeup brand empowering bold & beautiful women with innovative, cruelty-free products.",2021,2019.0,"Priyank Shah, Ashutosh Valani, Aashka Goradia Goble","Equanimity Ventures, 9Unicorns"
2593,Svish,Consumer Goods,Seed,4000000,Gurugram,D2C personal hygiene startup,2021,2020.0,"Ishan, Jaideep Mahajan",Nueva
2594,Progcap,FinTech,Series C,300000000,New Delhi,"Progcap (Desiderata Impact Ventures Private Limited) is a mission-driven, inclusive financing technology firm",2021,2016.0,"Pallavi Shrivastava, Himanshu Chandra",Tiger Global
2595,Smartstaff,Recruitment,,43000000,Bangalore,Smartstaff (previously Qikwork) is a full stack blue-collar workforce management platform.,2021,2020.0,"Arpit Dave, Viral Chhajer, Gnanesh Chilukuri, Aravind Reddy","Blume Ventures, Nexus Venture Partners"
2596,D’Moksha Homes,Textiles,Seed,5700000,Mumbai,"Artisans handcraft exquisite and environment-friendly home linens using only the most sustainable fabrics like linen, hemp, and lyocell.",2021,2020.0,"Nimisha, Manav Dhanda","Apoorva Sharma, The Chennai Angels, Karthik Bhat"
2597,ANS Commerce,E-commerce,Pre-series A,22000000,Gurugram,ANS Commerce is India’s #1 full-stack e-commerce enabler helping brands sell online.,2021,2017.0,"Amit Monga, Nakul Singh, Vibhor Sahare, Sushant Puri","Gokul Rajaram, Venture Catalysts"
2598,Mobileware Technologies,Information Technology & Services,,47000000,Mumbai,"A mobile applications development platform for technologies including Symbian, Blackberry, and early versions of iOS and Android.",2021,2008.0,"Amitabh Kanekar, Satyajit Kanekar",Kvanto Payment Services
2599,GramCover,Insurance,Series A,70000000,Noida,GramCover is a tech-enabled insurance marketplace for rural India.,2021,2016.0,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures"
2600,BYJU'S,EdTech,,3000000000,Bangalore,BYJU’S is India's largest ed-tech company and the creator of India’s most loved school learning app.,2021,2011.0,"Byju Raveendran, Divya Gokulnath","Oxshott Capital Partners, XN Exponent, Edelweiss"
2601,Hyperface,Information Technology & Services,,13000000,Bangalore,Empowering Brands and Fintechs to offer banking products contextually to their customers.,2021,2021.0,"Ramanathan RV, Aishwarya Jaishankar","Kunal Shah, Better Capital"
2602,Licious,Food & Beverages,Series G,520000000,Bangalore,"Licious is a consumer food company, focussed at delighting the world with an unmatched range of meat & meat products.",2021,2015.0,"Vivek Gupta, Abhay",
2603,Chalo,Mobility,Series C,400000000,Mumbai,India’s #1 bus transport technology company.,2021,2014.0,"Vinayak Bhavnani, Mohit Dubey","Lightrock India, Filter Capital"
2604,Kaar Technologies,Information Technology & Services,,40000000,Chennai,"Kaar Technologies is an SAP global consultancy firm that designs, delivers and deploys cutting-edge SAP solutions for businesses around the world.",2021,2005.0,Maran Nagarajan,BlackSoil
2605,Kissan Pro,Farming,,0,Jharkhand,"Full stack solution on agri advisory, input purchase and market linkage",2021,2021.0,Ravi Dasoundhi,EKKI
2606,Sunstone Eduversity,EdTech,Series B,280000000,Gurugram,Sunstone Eduversity is a one-of-its-kind business school operating in an asset-light model since 2011.,2021,2011.0,"Ashish Munjal, Piyush Nangru",WestBridge Capital
2607,Ozonetel,Telecommunications,Series A,50000000,Hyderabad,Ozonetel is leading Cloud Telephony solution provider.,2021,2007.0,"CSN Murthy, Atul Sharma",Stakeboat Capital
2608,CoinSwitch Kuber,Crypto,Series C,2600000000,Bangalore,"CoinSwitch Kuber is the largest crypto trading platform in India with a user base of 10M+, in just 15 months and growing every second.",2021,2017.0,"Ashish Singhal, Govind Soni, Vimal Sagar Tiwari","Coinbase Ventures, Andreessen Horowitz"
2609,Pazcare,Insurance,Seed,35000000,Bangalore,Paz Care is India's leading Employee Benefits & Health insurance platform,2021,2020.0,"Sanchit Malik, Manish Mishra","BEENEXT, 3one4 Capital"
2610,kWh Bikes,Automotive,Seed,20000000,Bangalore,Building India’s strongest and smartest electric 2 wheelers,2021,2020.0,"Siddharth Janghu, Kartik Gupta, Anupriya","Let’s Venture, Better Capital"
2611,IBSFINtech,Information Technology & Services,Pre-series A,10000000,Bangalore,"Driving Digitization & Automation of Cash & Liquidity, Risk, Treasury & Trade Finance functions of the Corporate.",2021,2006.0,"C M Grover, TM Manjunath",
2612,LeadSquared,Computer Software,,0,Bangalore,"LeadSquared is a marketing automation and sales execution platform that helps businesses increase their closures, manage their pipelines",2021,2011.0,Nilesh Patel,International Finance Corporation
2613,Phool.co,Renewables & Environment,,0,Kanpur,Flowercycling technologies to upcycle cellulose waste and specialises in manufacturing charcoal-free incense and other wellness products,2021,2017.0,Ankit Agarwal,"Alia Bhatt, IAN Fund, Social Alpha, Draper Richards Kaplan Foundation"
2614,Twin Health,"Health, Wellness & Fitness",Series C,1400000000,Chennai,Twin Health invented the Whole Body Digital Twin™ to help reverse and prevent chronic metabolic diseases.,2021,2018.0,Jahangir Mohammed,"Sequoia Capital India, ICONIQ Capital, Perceptive Advisors"
2615,Trica,Equity Management,Seed,30000000,Mumbai,Powering private markets - A technology platform for startups and investors.,2021,2021.0,Nimesh Kampani,LetsVenture
2616,mHealth,"Health, Wellness & Fitness",Seed,0,New Delhi,mHealth  is AI based corporate wellness platform  to spread happiness & well-being,2021,2020.0,"Rajesh Munjal, Balwinder Singh, Monika Garg",India Accelerator
2617,Rebel Foods,Cloud kitchen,Series F,1750000000,Mumbai,"World’s largest internet restaurant company. Building Unique, Memorable, Delightful & Sure delivery-only restaurants.",2021,2011.0,"Jaydeep Barman, Kallol Banerjee.",Qatar Investment Authority
2618,ProfitWheel,Marketing & Advertising,Seed,30000000,Mumbai,ProfitWheel's belief is that only a fraction of customers drive the most profitability for a brand - and we want to help increase their high value customer base.,2021,2020.0,"Vivek Bhargava, Gautam Mehra, Aman Khanna","Netcore Cloud, Vallabh Bhansali, Jimmy Mahtani"
2619,Log 9 Materials,Nanotechnology,,20000000,Bangalore,Log9 Materials is on a mission to make global energy 100% clean.,2021,2014.0,Akshay Singhal,Petronas Ventures
2620,Chingari,Entertainment,,190000000,Bangalore,"Chingari - Bharat Ka Super Entertainment App. A unique and fun short video app, can create interesting videos and share them with the world.",2021,2018.0,Sumit Ghosh,Solana
2621,Ishitva,Computer Software,Pre-series A,10000000,Ahmedabad,"Sort to create value’ using #AI, #Robotics and #AirSorter to achieve a #circulareconomy with environmental benefits.",2021,2018.0,Jitesh Dadlani,Inflection Point Ventures
2622,Ola Electric,Automotive,,2000000000,Bangalore,Sustainability for the future.,2021,2017.0,Bhavish Aggarwal,"Falcon Edge, Softbank"
2623,leap.club,Community,Pre-series A,8100000,Gurugram,A community-led professional network for women,2021,2014.0,"Ragini Das, Anand Sinha","Enzia Ventures, Kunal Shah"
2624,F5,Retail,Pre-series A,6000000,New Delhi,One-Stop Solution for Daily Workplace Needs,2021,2018.0,"Raghav Arora, Lalit Aggarwal",Auxano Capital
2625,ForeignAdmits,Higher Education,Seed,4000000,Bangalore,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,2021,2018.0,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures
2626,SALT,Financial Services,Pre-seed,5000000,Bangalore,Salt is a neo-banking experience created to cater to international businesses.,2021,2019.0,"Ankit Parasher, Udita Pal","Prashant Pansare, Supermorpheus"
2627,EarnWealth,Financial Services,Pre-series A,5000000,Pune,"EarnWealth is India's First Social Commerce FinTech which enables Financial Consultants, Mutual Fund Distributors, Insurance Agents, Real Estate Consultants, Housewives, Retired People and Students to earn quick money by selling Loans, Credit Cards",2021,2014.0,Rajesh P Nair,
2628,Visit Health,"Health, Wellness & Fitness",,75000000,New Delhi,"Visit is a 360° integrated, highly engaging Health Benefits Platform- covering end to end health & wellness management.",2021,2015.0,"Shashvat Tripathi, Anurag Prasad, Vaibhav Singh, Chetan Anand",Docprime Technologies
2629,Crater.Club,Media,Seed,7000000,Bangalore,"Crater is where you join 5000+ mentors, creators & experts while they stream their knowledge and skills live.",2021,2020.0,"Vignesh Prasad, Vivan Puri",LC Nueva AIF
2630,NFTically,NFT,Seed,10000000,Gurugram,"NFTically is a global B2B SaaS that enables celebrities, influencers, gamers, clubs & enterprises to launch their own white-label NFT store or NFT Marketplace without any technical knowledge.",2021,2021.0,Toshendra Sharma,"Nitish Mittersain, Gaurav Munjal"
2631,ReshaMandi,B2B,Series A,300000000,Bangalore,"ReshaMandi provides a full-stack digital ecosystem in the form of a super app, from FARM to RETAIL.",2021,2020.0,Utkarsh Apoorva,"9Unicorns, Venture Catalysts, Sandeep Singhal"
2632,Zetwerk,Mechanical Or Industrial Engineering,,6000000000,Bangalore,ZETWERK is a universal manufacturing network powered by new-age technology.,2021,2018.0,Amrit Acharya,TradeCred
2633,Hubilo,Software Startup,Series B,1250000000,Ahmedabad,Hubilo is the leading hybrid event platform built for engagement and event excellence.,2021,2020.0,"Mayank Agarwal, Vaibhav Jain",Alkeon Capital
2634,M2P Fintech,Financial Services,Series C,350000000,Chennai,"M2P fintech was born out of the need to build highly scalable, secure yet nimble technology stack at the intersection of Mobility, Commerce and payments.",2021,2015.0,Madhusudanan R,Tiger Global
2635,Open Financial Technologies,Financial Services,Series C,900000000,Bangalore,Open is Asia’s first neobanking platform for SMEs and startups.,2021,2017.0,Anish Achuthan,"Temasek, Google, SBI Investment"
2636,Niro,Financial Services,Seed,35000000,Bangalore,Embedding personal credit products into leading consumer internet platforms.,2021,2021.0,"Aditya Kumar, Sankalp Mathur",Elevar Equity
2637,Wiingy,E-learning,,4000000,Bangalore,The ultimate 1:1 live e-learning platform providing personalized hands-on learning for kids,2021,2021.0,Asit Biswal,Aroa Ventures
2638,CarDekho,Automotive,Series E,2500000000,Jaipur,Redefining the country’s personal mobility ecosystem with technologically enhanced solutions.,2021,2008.0,"Amit Jain, Anurag Jain",
2639,Melorra,D2C jewellery,,240000000,Bangalore,A company that styles jewellery for the contemporary wardrobe.,2021,2015.0,Saroja Yeramili,"9Unicorns, Symphony International Holdings Limited, Value Quest"
2640,AnKa SumMor,Sales and Distribution,Pre-series A,10000000,Bangalore,"AnKa SumMor is the service that allows businesses to focus on building their brands, while they provide Supply & Distribution expertise.",2021,2017.0,"Rajiv Joshi, Ashok George",Inflection Point Ventures
2641,Toch.ai,SaaS,Series A,110000000,Mumbai,"Toch is an AI-driven platform that helps broadcasters, OTT platforms, media platforms, and creators to revolutionize videos.",2021,2016.0,"Vinayak Shrivastav, Saket Dandotia, Alok Patil",
